Gamma,Seed,Horizon,MAE,SMAPE,RMSE,PICoverage,CalPIScale,CalPIWidth,CalPICoverage,Baseline_MAE,Baseline_SMAPE,Baseline_RMSE
6.0,42,20,42.68052480637404,11.569423029081932,121.91526864653011,0.24364993379077887,10.226962105310413,163.0981069029723,0.7960068100913171,24.21243959450349,9.796574044745402,68.07111884131292
6.0,42,60,61.214852420916486,18.55106568786364,166.97235260683016,0.09515210923661628,15.9729897674627,182.52837924445106,0.6899344786668731,47.894818989211146,17.03479422966747,126.49418002697287
6.0,42,120,67.83591004763679,20.2556817064874,177.08971669661867,0.06412835990300779,21.45936792782682,222.73892737533117,0.7312249565770692,79.35004684325393,20.419586364754704,207.84288787526748
6.0,42,250,83.0308608007342,19.73772055785036,237.66415851906058,0.06103286384976526,27.24254030867659,284.8550388531135,0.7897642263839447,131.250998530247,22.1890145513318,370.16366077322436
6.5,42,20,33.009895308589925,10.878248903547693,84.61817843402473,0.24536965382035805,10.850256004159442,165.72551633218177,0.8128600663811931,24.21243959450349,9.796574044745402,68.07111884131292
6.5,42,60,50.098802596241974,17.44381189362396,124.93082279598389,0.1309394830521591,14.65438442564795,246.1486607267126,0.7834872482759807,47.894818989211146,17.03479422966747,126.49418002697287
6.5,42,120,71.64081431819436,20.220202767608587,182.64319314823302,0.07587404770503361,18.05947928285811,297.92552363913416,0.7701766152470377,79.35004684325393,20.419586364754704,207.84288787526748
6.5,42,250,112.49141326949609,22.001623974945154,320.6214098596263,0.08003577017661524,23.2022303291329,378.97159149946117,0.792464186830384,131.250998530247,22.1890145513318,370.16366077322436
7.0,42,20,39.1215594866544,11.088469433890262,110.36803415606842,0.1990919878243822,12.044094055601166,252.32278059224953,0.8219917797382587,24.21243959450349,9.796574044745402,68.07111884131292
7.0,42,60,52.12186918515499,17.636578488169373,131.4795537117763,0.1086003198679255,16.58844353167375,353.1339594376955,0.7854993207105884,47.894818989211146,17.03479422966747,126.49418002697287
7.0,42,120,69.66613867339593,20.47082111452034,176.629276136328,0.0700098024041686,20.769280238183846,460.43622462391465,0.7892999019759583,79.35004684325393,20.419586364754704,207.84288787526748
7.0,42,250,108.44922707608077,21.859888287710113,305.659147634744,0.05602847856368983,25.026417840250602,560.0330066055268,0.8463946069579873,131.250998530247,22.1890145513318,370.16366077322436
7.5,42,20,34.6198688414782,10.944964526950258,94.15156657771821,0.3646322378716745,6.778646672162685,170.00543751776667,0.7880273091540697,24.21243959450349,9.796574044745402,68.07111884131292
7.5,42,60,50.99502524689159,17.551319233829954,130.23366899308581,0.22829283392663674,8.11395902554908,223.28423453348597,0.7083182857830745,47.894818989211146,17.03479422966747,126.49418002697287
7.5,42,120,67.51196651535443,20.049026640987805,173.18392769197428,0.17217836936146796,10.42533462840704,286.7845252566314,0.7480610156666495,79.35004684325393,20.419586364754704,207.84288787526748
7.5,42,250,107.19402975464995,21.508518153547747,304.80032607759955,0.1531066742334348,18.319729909086547,507.1454897283282,0.8819068255687974,131.250998530247,22.1890145513318,370.16366077322436
8.0,42,20,38.55290120600266,11.829501826584421,99.20410024578584,0.11645944040310237,11.896212785471882,216.81629185629197,0.8131696159865174,24.21243959450349,9.796574044745402,68.07111884131292
8.0,42,60,54.97967289780973,18.49177416884468,133.5238762062751,0.09174706357804949,15.503465805363259,278.22644628983375,0.752721456946809,47.894818989211146,17.03479422966747,126.49418002697287
8.0,42,120,70.5589803952556,21.049609169486416,175.13270751725065,0.07510017369172299,20.024549844637754,364.1221054736992,0.7967290925037404,79.35004684325393,20.419586364754704,207.84288787526748
8.0,42,250,108.24612172247829,22.04350909229669,304.4014296095549,0.07859120535176874,28.678827174911213,517.7388817376975,0.9036784811432699,131.250998530247,22.1890145513318,370.16366077322436
