pid,group,train_mean,last_price,gap_pct
W18021,พืชน้ำมันและน้ำมันพืช,27.91634689178818,31.7,13.553539518900346
W18022,พืชน้ำมันและน้ำมันพืช,32.18783576362241,29.5,-8.35047060436449
W18024,พืชน้ำมันและน้ำมันพืช,32.10667689946278,35.2,9.634516553125387
W18025,พืชน้ำมันและน้ำมันพืช,29.704336147352265,33.7,13.451449757458715
W18026,พืชน้ำมันและน้ำมันพืช,42.158526477359935,47.839999999999996,13.47645185296298
W18027,พืชน้ำมันและน้ำมันพืช,541.392939370683,613.0,13.226448928675211
W18028,พืชน้ำมันและน้ำมันพืช,547.3507290867229,625.0,14.186383024069055
W18029,พืชน้ำมันและน้ำมันพืช,547.657712970069,649.0,18.504676302343903
W18030,พืชน้ำมันและน้ำมันพืช,546.5886415963162,640.0,17.08988282867995
W18031,พืชน้ำมันและน้ำมันพืช,36.533376822716804,42.4,16.05825600450729
W18032,พืชน้ำมันและน้ำมันพืช,452.7674597083653,537.6,18.73644814189533
W18033,พืชน้ำมันและน้ำมันพืช,452.37452033768227,516.0,14.064779690691568
W18034,พืชน้ำมันและน้ำมันพืช,453.87720644666155,547.0,20.51717782489745
W18035,พืชน้ำมันและน้ำมันพืช,450.5280122793553,539.2,19.68179232008832
W18036,พืชน้ำมันและน้ำมันพืช,3371.9946277820413,3693.0,9.519747438895022
W18037,พืชน้ำมันและน้ำมันพืช,26.40035303146585,27.913999999999998,5.733434574644031
W18038,พืชน้ำมันและน้ำมันพืช,850.3552033768228,826.0,-2.8641211672612257
W18039,พืชน้ำมันและน้ำมันพืช,27.83970836531082,28.586000000000002,2.6806733206267563
W18040,พืชน้ำมันและน้ำมันพืช,849.1273215656178,828.5,-2.4292377646717553
W18041,พืชน้ำมันและน้ำมันพืช,27.810176515732927,28.676,3.1133332928586523
W18042,พืชน้ำมันและน้ำมันพืช,826.8779739063699,826.0,-0.10617938003864624
W18043,พืชน้ำมันและน้ำมันพืช,27.0260092095165,28.588,5.779583579559681
W18044,พืชน้ำมันและน้ำมันพืช,19.552570990023025,22.0,12.51717235153275
W18045,พืชน้ำมันและน้ำมันพืช,15.252494244052187,19.0,24.5697896749522
W18046,พืชน้ำมันและน้ำมันพืช,29.015349194167307,34.0,17.17935831988785
W18047,พืชน้ำมันและน้ำมันพืช,39.240982348426705,34.0,-13.35588977332733
W18086,พืชน้ำมันและน้ำมันพืช,4.888564850345357,5.140000000000001,5.143332600709599
W18087,พืชน้ำมันและน้ำมันพืช,5.0231772831926325,5.140000000000001,2.3256737762024176
W18088,พืชน้ำมันและน้ำมันพืช,5.049040675364544,5.26,4.178206083083789
W18089,พืชน้ำมันและน้ำมันพืช,4.922601688411358,5.24,6.447775621087756
W18090,พืชน้ำมันและน้ำมันพืช,5.069646968534152,5.459999999999999,7.699806986337639
W18091,พืชน้ำมันและน้ำมันพืช,4.984681504221028,5.459999999999999,9.535584076464499
W18092,พืชน้ำมันและน้ำมันพืช,5.032808902532617,5.4,7.295947542983504
W18093,พืชน้ำมันและน้ำมันพืช,530.3292402148887,598.0,12.760141182803945
W18094,พืชน้ำมันและน้ำมันพืช,442.9508825786646,508.8,14.866008853620718
W18095,พืชน้ำมันและน้ำมันพืช,5.053875671527245,5.0200000000000005,-0.6702909554759109
W18096,พืชน้ำมันและน้ำมันพืช,5.175825019186493,5.5,6.263252324253786
W18097,พืชน้ำมันและน้ำมันพืช,624.1481197237146,755.0,20.964876147381226
W18098,พืชน้ำมันและน้ำมันพืช,617.455871066769,775.0,25.51504266386592
W18104,พืชน้ำมันและน้ำมันพืช,5.3,5.58,5.283018867924533
W18105,พืชน้ำมันและน้ำมันพืช,14.0,14.5,3.5714285714285716
W18106,พืชน้ำมันและน้ำมันพืช,505.0,505.0,0.0
