product_id,model_name,paradigm,MAE,RMSE,SMAPE
P13085,mlp,local,22.03596584892972,28.30959396176966,21.78494507684068
P13085,lstm,local,23.66781963585934,29.38856254752192,21.982658041737047
P13085,gru,local,22.470920998709545,27.784609730794635,21.12549081202846
P13087,baseline,local,10.355311355311354,15.93820017141445,15.796492216529767
P13087,arima,local,10.358953350931111,15.939181066220266,15.802467369291453
P13087,lightgbm,local,11.482986346534783,15.33776434993565,16.925981083187658
P13087,random_forest,local,11.30953770780258,15.648174149732087,16.62634515930253
P13087,mlp,local,8.857703983740056,13.153007446166182,13.454233578664908
P13087,lstm,local,11.040241182767428,14.9492932147384,16.698829989912667
P13087,gru,local,10.084845412257826,14.31837705337233,15.352554471471928
P13088,baseline,local,25.21245421245421,31.772241128097654,29.42695031288405
P13088,arima,local,25.364205629079805,31.875810798764604,29.59975896084149
P13088,lightgbm,local,23.362180560085456,28.02746792450088,27.717377723012586
P13088,random_forest,local,22.63098646229529,28.42250917271192,27.0147263197996
P13088,mlp,local,30.145472057747757,35.544862693335645,34.19706791621702
P13088,lstm,local,26.737763652871383,33.53153863012775,33.5770822927355
P13088,gru,local,24.860952976771763,29.915110580654822,30.00505841848813
P13089,baseline,local,26.164835164835164,32.90434175522182,24.769226147019573
P13089,arima,local,26.300561332405948,33.00056956663186,24.88925422834396
P13089,lightgbm,local,25.34526399849993,30.342855529224423,24.035798540662288
P13089,random_forest,local,23.747616082062507,29.523778514154834,22.95584428513412
P13089,mlp,local,31.86278305892106,37.60677005742268,29.368586138856998
P13089,lstm,local,25.76078546545008,31.120452890347455,25.525008995452986
P13089,gru,local,25.279676248739055,30.85407217084872,24.99198938582332
P14001,baseline,local,8.164835164835164,10.029631928532153,16.40394188415328
P14001,arima,local,8.165687851546275,10.029967381833584,16.405525994200133
P14001,lightgbm,local,6.769995406687715,8.956742772162494,13.461187329631858
P14001,random_forest,local,7.054853211542882,9.307173823096106,13.964449387771134
P14001,mlp,local,6.799767563369248,8.419180761673227,13.91734131950986
P14001,lstm,local,6.32621556376363,7.770833247797952,12.51674909654062
P14001,gru,local,6.664197741498003,8.204357381956836,13.40671333478897
P14002,baseline,local,7.985347985347985,9.834536136863193,13.289654280561107
P14002,arima,local,7.986879357201938,9.835128742110612,13.292048819864595
P14002,lightgbm,local,4.942844116631177,6.371437331354147,7.999243519950826
P14002,random_forest,local,5.535780973013436,7.01048289565419,9.080395824911552
P14002,mlp,local,6.047942257276821,7.416050050305287,9.654903148884866
P14002,lstm,local,5.951228187197731,7.371574267175694,9.57086926876218
P14002,gru,local,6.072408504276486,7.330657496694746,9.88103204386826
P14003,baseline,local,8.388278388278389,10.346087208025631,11.555481308027286
P14003,arima,local,8.391489078176498,10.347817828843336,11.559943800143154
P14003,lightgbm,local,5.885887184478016,7.314059835121775,8.113032686283557
P14003,random_forest,local,6.3964850555508885,8.124688059982773,8.726763894727219
P14003,mlp,local,6.180631468496917,7.489270622815916,8.392353245121011
P14003,lstm,local,6.400416425208905,7.7589989489035585,8.800948194693518
P14003,gru,local,6.361639949253627,7.931042873644333,8.708410104360981
P14012,baseline,local,13.83150183150183,18.270706176022053,20.322949298223897
P14012,arima,local,13.832597561082483,18.270715975110345,20.324587374188752
P14012,lightgbm,local,14.643787611839024,18.33988707967067,20.22446288576925
P14012,random_forest,local,15.450854830482934,18.953316539198845,21.74862779946296
P14012,mlp,local,14.054369295560395,17.06348451881711,19.927953829420836
P14012,lstm,local,14.601073028229097,17.09197439160198,21.520588520602384
P14012,gru,local,16.658767501775163,19.3302178363391,23.834731025803457
P14013,baseline,local,12.39194139194139,16.075988913255575,24.082539726695757
P14013,arima,local,12.393488493460715,16.07646204487678,24.085288253302902
P14013,lightgbm,local,15.777267114055896,19.706482359873736,26.60057827555316
P14013,random_forest,local,15.93262037803416,20.08647476640225,26.93386563931899
P14013,mlp,local,15.065448699504026,18.06749772683555,27.20817478020948
P14013,lstm,local,14.084610636505015,16.510538445918428,26.80201404678497
P14013,gru,local,14.059451101114462,16.443510007821793,26.52329845691349
R11001,baseline,local,273.8534798534798,297.70422129659084,15.408665983794624
R11001,arima,local,273.8312451084299,297.5183863979067,15.406911925634592
R11001,lightgbm,local,442.5839689483547,506.5672767777078,25.36005527850461
R11001,random_forest,local,421.79279212413786,478.5290134073828,24.10881586538997
R11001,mlp,local,270.8555981534741,305.0249652087929,16.80003724392674
R11001,lstm,local,349.4601488274096,395.1506142245732,19.981003962290323
R11001,gru,local,386.7527882111378,438.1000643680885,22.38356873261519
R11002,baseline,local,273.7655677655677,297.6556106999844,15.85488659126906
