product_id,model_name,paradigm,horizon,MAE,RMSE,SMAPE
P11013,arima,local,120,2.19780219780939,3.31496772065898,2.8358738034423694
P11013,arima,local,250,4.432234432241625,4.707565417620042,5.719012170265695
P11013,lightgbm,local,1,1.976144658134256,2.0965484595622805,2.507654703306601
P11013,lightgbm,local,20,4.416208774793975,4.865955466844111,5.65882335966455
P11013,lightgbm,local,60,13.431696544478909,13.686252618509611,18.80622442788814
P11013,lightgbm,local,120,11.55663281693788,12.833774808879957,16.590626044405223
P11013,lightgbm,local,250,3.7094363439833247,3.782512899320892,4.8173677704016304
P11013,random_forest,local,1,1.7172161172161169,1.8176585993752472,2.1773457913545946
P11013,random_forest,local,20,4.138827838827839,4.68326065929822,5.195249643762541
P11013,random_forest,local,60,11.643589743589745,11.832770971520947,16.063535962415095
P11013,random_forest,local,120,10.93113553113553,11.900635621895503,15.484951043182674
P11013,random_forest,local,250,2.172893772893775,2.8903020869532225,2.8757647217398548
P11013,mlp,local,1,6.056193760463169,6.402656144855397,7.945612466067316
P11013,mlp,local,20,5.259942889650226,5.495346713800402,6.892189152449661
P11013,mlp,local,60,9.36708525772933,10.178335356187784,12.91092826803209
P11013,mlp,local,120,4.639457003974216,5.1820037418191385,5.912667845429739
P11013,mlp,local,250,4.0871856186416125,4.553868081452555,5.536835464240246
P11013,lstm,local,1,2.1462618929125887,2.514659677380144,2.743612372266664
P11013,lstm,local,20,2.2783722091507124,2.5914622461761887,2.9254303842983176
P11013,lstm,local,60,3.1367250379625258,3.4814648008602345,4.053930572102646
P11013,lstm,local,120,3.910147921942966,4.452523679684779,5.214884733401813
P11013,lstm,local,250,2.1178607311877578,2.949042140182296,2.812059126126555
P11013,gru,local,1,3.746009100051153,3.931517740995583,4.839360672771605
P11013,gru,local,20,4.633612775977278,4.975069550442267,6.072459915712687
P11013,gru,local,60,7.809969737852886,8.079625302702743,10.479048382550031
P11013,gru,local,120,1.8591959188272664,2.286482301278756,2.428699732122852
P11013,gru,local,250,2.3765300708812678,3.335729601778981,3.218368061178604
P11014,baseline,local,1,0.0732600732600732,0.6052275326688024,0.0771693079344715
P11014,baseline,local,20,1.465201465201465,2.706659809803834,1.5433861586894309
P11014,baseline,local,60,3.9194139194139193,4.426857756588707,4.123481046340911
P11014,baseline,local,120,3.241758241758242,5.054646431695351,3.4270868277153435
P11014,baseline,local,250,2.216117216117216,3.3287514296784133,2.338940800355749
P11014,arima,local,1,0.0732600734122709,0.6052275326688024,0.0771693080949021
P11014,arima,local,20,1.465201465353663,2.706659809803834,1.5433861588498614
